-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1981 through 04/23/2020 
Location: Latitude  47.3929   Longitude -124.3132 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 107.92 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
ALLSKY_SFC_LW_DWN SRB/FLASHFlux 1/2x1/2 Downward Thermal Infrared (Longwave) Radiative Flux (kW-hr/m^2/day) 
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (kg kg-1) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,PS,QV2M,T2M_RANGE,TS,T2MDEW,T2M,WS50M,WS10M,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
47.39291,-124.31319,2017,04,04,   17.28,   99.94,  0.005907,    3.14,    8.72,    6.01,    8.52,    8.64,    6.54,              7.98,              1.15,-999
47.39291,-124.31319,2017,04,05,   16.39,   99.78,  0.006584,    1.68,    9.37,    7.69,    9.32,    3.88,    2.83,              7.76,              2.93,-999
47.39291,-124.31319,2017,04,06,   10.31,   98.88,  0.006200,    2.49,    9.48,    6.65,    9.38,    6.56,    4.85,              7.31,              5.75,              6.03
47.39291,-124.31319,2017,04,07,   22.01,   97.75,  0.006329,    3.53,    8.77,    6.77,    8.58,   12.82,    9.60,              7.78,              1.58,-999
47.39291,-124.31319,2017,04,08,    8.43,   99.89,  0.005238,    1.84,    7.57,    4.42,    6.61,    6.03,    4.67,              7.11,              3.83,-999
47.39291,-124.31319,2017,04,09,    5.96,  100.16,  0.005433,    4.82,    8.07,    4.96,    7.31,    8.02,    6.21,              7.22,              2.46,-999
47.39291,-124.31319,2017,04,10,    7.62,  100.38,  0.005411,    1.64,    7.75,    4.96,    6.79,    6.50,    5.01,              6.88,              4.30,-999
47.39291,-124.31319,2017,04,11,    1.81,  100.02,  0.005301,    5.35,    8.15,    4.53,    7.70,    4.37,    3.14,              7.21,              4.61,-999
47.39291,-124.31319,2017,04,12,   15.30,   99.11,  0.006364,    3.66,    8.91,    7.10,    8.65,    7.16,    5.37,              7.71,              2.82,-999
47.39291,-124.31319,2017,04,13,    9.42,   99.58,  0.005644,    2.13,    8.04,    5.44,    7.23,    6.95,    5.39,              7.40,              3.66,-999
47.39291,-124.31319,2017,04,14,    7.97,  100.72,  0.005405,    1.77,    7.76,    5.00,    6.81,    5.35,    4.12,              7.25,              4.61,-999
47.39291,-124.31319,2017,04,15,    1.91,  101.00,  0.005372,    3.91,    8.26,    4.93,    7.31,    3.87,    2.96,              6.83,              5.56,              6.52
47.39291,-124.31319,2017,04,16,    0.23,   99.79,  0.006149,    6.90,    9.62,    6.55,    9.97,    5.21,    3.58,              7.25,              6.14,-999
47.39291,-124.31319,2017,04,17,    9.52,   99.65,  0.006914,    2.25,    9.62,    8.41,    9.66,    7.00,    5.16,              7.98,              1.62,-999
47.39291,-124.31319,2017,04,18,    3.75,  100.11,  0.006615,    3.41,   10.05,    7.80,   10.20,    6.83,    4.95,              7.68,              4.64,-999
47.39291,-124.31319,2017,04,19,    8.79,  100.25,  0.006397,    2.51,    9.46,    7.36,    9.50,    8.43,    6.23,              7.57,              3.70,-999
47.39291,-124.31319,2017,04,20,    5.28,  101.05,  0.006292,    3.09,    9.34,    7.23,    9.02,    4.63,    3.55,              7.51,              5.23,-999
47.39291,-124.31319,2017,04,21,    0.36,  101.00,  0.006281,    7.65,   10.58,    7.14,   10.85,    4.99,    3.30,              7.10,              6.44,              6.83
47.39291,-124.31319,2017,04,22,   13.30,   99.72,  0.006717,    2.24,    9.99,    7.98,   10.11,    7.97,    5.85,              7.95,              1.85,-999
47.39291,-124.31319,2017,04,23,   19.65,   99.72,  0.006445,    2.30,    9.14,    7.38,    8.53,    5.77,    4.46,              7.67,              2.48,-999
47.39291,-124.31319,2017,04,24,    4.71,   99.52,  0.006022,    4.36,    9.43,    6.37,    8.45,    4.37,    3.47,              7.04,              6.47,              6.95
47.39291,-124.31319,2017,04,25,    8.41,   99.71,  0.006523,    2.89,    9.63,    7.54,    9.22,    6.76,    5.22,              7.80,              2.04,-999
47.39291,-124.31319,2017,04,26,    4.32,   99.94,  0.005805,    3.07,    9.11,    5.90,    8.33,    7.02,    5.48,              7.19,              5.60,-999
47.39291,-124.31319,2017,04,27,    1.13,  100.70,  0.005351,    3.35,    8.93,    4.85,    7.78,    5.52,    4.30,              6.92,              6.14,-999
47.39291,-124.31319,2017,04,28,    0.27,  101.40,  0.005553,    4.07,    9.41,    5.48,    8.78,    4.07,    3.20,              7.20,              6.28,-999
47.39291,-124.31319,2017,04,29,    9.86,  100.94,  0.005977,    3.42,    9.20,    6.41,    8.75,    5.25,    4.18,              7.70,              1.33,-999
47.39291,-124.31319,2017,04,30,    1.16,  101.29,  0.005556,    3.04,    9.32,    5.47,    8.59,    5.84,    4.55,              7.65,              5.56,-999
47.39291,-124.31319,2017,05,01,    4.61,  100.96,  0.005740,    1.78,    8.83,    5.86,    7.92,    3.79,    3.06,              8.04,              3.00,-999
47.39291,-124.31319,2017,05,02,    9.89,  100.73,  0.007412,    3.78,   10.44,    9.51,   10.35,    5.31,    3.85,              8.25,              2.21,-999
47.39291,-124.31319,2017,05,03,    2.26,  100.66,  0.008441,    5.87,   12.79,   11.51,   13.33,    3.52,    2.39,              8.27,              4.98,-999
47.39291,-124.31319,2017,05,04,    1.65,   99.92,  0.008545,    6.04,   13.05,   11.55,   13.47,    3.08,    2.17,              7.92,              6.38,-999
47.39291,-124.31319,2017,05,05,    4.02,  100.10,  0.006380,    3.65,   10.28,    7.16,    9.43,    6.00,    4.71,              7.39,              6.02,-999
47.39291,-124.31319,2017,05,06,    1.12,  100.86,  0.005426,    3.76,    9.84,    5.06,    8.23,    4.84,    3.85,              6.82,              6.54,-999
47.39291,-124.31319,2017,05,07,    0.15,  101.10,  0.005674,    5.13,   10.56,    5.73,    9.53,    4.38,    3.54,              6.87,              7.25,-999
47.39291,-124.31319,2017,05,08,    0.07,  100.88,  0.006291,    5.14,   11.46,    7.19,   10.91,    3.47,    2.75,              7.72,              5.38,-999
47.39291,-124.31319,2017,05,09,    0.01,  100.44,  0.007051,    5.12,   11.77,    8.80,   11.55,    2.93,    2.41,              7.57,              6.27,-999
47.39291,-124.31319,2017,05,10,    4.12,   99.91,  0.006908,    5.08,   12.06,    8.39,   11.54,    3.08,    2.31,              8.11,              3.12,-999
47.39291,-124.31319,2017,05,11,   23.25,   99.91,  0.006823,    3.94,   11.05,    8.18,   10.50,    6.01,    4.57,              7.64,              4.50,-999
47.39291,-124.31319,2017,05,12,   12.93,  100.08,  0.005861,    1.49,    9.58,    6.06,    8.20,    4.50,    3.56,              7.37,              4.69,-999
47.39291,-124.31319,2017,05,13,    3.80,  100.14,  0.005746,    3.93,   10.22,    5.77,    8.88,    2.88,    2.24,              7.45,              6.21,-999
47.39291,-124.31319,2017,05,14,    7.02,  100.32,  0.006160,    3.49,   10.34,    6.82,    9.14,    4.26,    3.38,              7.71,              5.76,-999
47.39291,-124.31319,2017,05,15,   17.76,   99.91,  0.006187,    0.99,    9.50,    6.81,    8.16,    5.44,    4.29,              8.00,              1.80,-999
47.39291,-124.31319,2017,05,16,    5.60,   99.39,  0.006151,    3.74,   10.00,    6.63,    8.94,    7.22,    5.69,              7.74,              4.91,-999
47.39291,-124.31319,2017,05,17,    1.01,  100.69,  0.006808,    2.24,   10.97,    8.34,   10.24,    3.43,    2.70,              8.37,              3.17,-999
47.39291,-124.31319,2017,05,18,    0.11,  100.82,  0.006615,    5.26,   12.15,    7.93,   11.67,    1.95,    1.58,              8.19,              4.26,-999
47.39291,-124.31319,2017,05,19,    0.25,  100.75,  0.007524,    3.00,   12.39,    9.81,   12.18,    2.25,    1.81,              8.30,              5.25,-999
47.39291,-124.31319,2017,05,20,    0.16,  100.97,  0.008091,    4.31,   13.40,   10.94,   12.97,    4.20,    3.38,              8.41,              4.93,-999
47.39291,-124.31319,2017,05,21,    0.02,  100.98,  0.008555,    6.73,   14.34,   11.72,   14.56,    4.60,    3.54,              8.09,              4.65,-999
47.39291,-124.31319,2017,05,22,    0.02,  100.67,  0.008800,    6.61,   15.30,   12.05,   16.39,    4.26,    3.19,              7.42,              7.89,              8.01
47.39291,-124.31319,2017,05,23,    0.34,  100.63,  0.007629,    5.83,   12.74,    9.86,   12.48,    8.14,    6.31,              7.83,              5.83,-999
47.39291,-124.31319,2017,05,24,    0.59,  100.41,  0.006687,    3.09,   11.36,    8.03,   10.95,    7.10,    5.56,              7.62,              5.94,              8.07
47.39291,-124.31319,2017,05,25,    0.03,  100.00,  0.007462,    5.43,   12.21,    9.57,   12.19,    2.92,    2.33,              7.24,              7.56,              8.06
47.39291,-124.31319,2017,05,26,    0.01,  100.26,  0.008254,    6.67,   13.43,   11.09,   14.27,    2.84,    1.97,              7.53,              7.31,              8.09
47.39291,-124.31319,2017,05,27,    0.04,  100.57,  0.008488,    6.50,   14.31,   11.55,   15.29,    2.15,    1.67,              8.31,              6.52,-999
47.39291,-124.31319,2017,05,28,    0.05,  100.68,  0.008106,    5.58,   13.61,   10.86,   13.67,    3.19,    2.58,              8.56,              4.52,              8.04
47.39291,-124.31319,2017,05,29,    0.17,  100.44,  0.007754,    5.66,   12.99,   10.19,   12.45,    2.97,    2.49,              8.67,              3.33,              8.02
47.39291,-124.31319,2017,05,30,    0.82,  100.22,  0.007097,    2.02,   11.18,    8.89,   10.85,    2.10,    1.73,              8.09,              3.17,-999
47.39291,-124.31319,2017,05,31,    3.66,   99.83,  0.008156,    6.13,   12.51,   10.83,   12.56,    4.61,    3.35,              8.38,              2.14,-999
47.39291,-124.31319,2017,06,01,    2.53,  100.03,  0.008103,    2.71,   12.64,   10.82,   12.61,    3.98,    2.87,              8.49,              4.24,-999
47.39291,-124.31319,2017,06,02,    2.96,  100.40,  0.007849,    3.18,   12.96,   10.38,   12.77,    3.95,    3.00,              7.97,              5.76,-999
47.39291,-124.31319,2017,06,03,    0.31,  100.55,  0.006677,    2.87,   12.29,    8.03,   11.66,    4.60,    3.65,              7.30,              7.70,-999
47.39291,-124.31319,2017,06,04,    0.04,  100.78,  0.006216,    3.63,   12.15,    7.01,   11.30,    5.07,    3.95,              6.85,              8.02,              8.38
47.39291,-124.31319,2017,06,05,    0.01,  100.77,  0.007325,    6.68,   13.27,    9.38,   12.80,    3.90,    3.18,              7.27,              7.95,-999
47.39291,-124.31319,2017,06,06,    0.01,  100.15,  0.008212,    6.45,   14.57,   10.99,   14.71,    3.22,    2.56,              7.45,              8.00,              8.33
47.39291,-124.31319,2017,06,07,    2.03,   99.55,  0.008257,    6.00,   14.03,   10.98,   14.30,    3.54,    2.59,              8.37,              5.34,-999
47.39291,-124.31319,2017,06,08,   11.22,   99.55,  0.007666,    2.82,   12.63,    9.82,   12.19,    5.97,    4.61,              8.23,              3.91,-999
47.39291,-124.31319,2017,06,09,   10.29,   99.80,  0.007120,    2.09,   11.71,    8.86,   10.70,    4.31,    3.31,              7.99,              3.71,-999
47.39291,-124.31319,2017,06,10,    0.94,   99.88,  0.006908,    3.87,   12.50,    8.41,   11.87,    3.24,    2.55,              7.35,              7.73,              8.38
47.39291,-124.31319,2017,06,11,    0.10,  100.40,  0.007602,    3.74,   13.12,    9.93,   12.69,    4.97,    3.99,              8.00,              7.01,              8.34
47.39291,-124.31319,2017,06,12,    0.44,  100.51,  0.007318,    2.75,   12.90,    9.38,   12.23,    6.00,    4.78,              8.57,              4.17,-999
47.39291,-124.31319,2017,06,13,    1.22,  100.68,  0.006889,    2.88,   12.46,    8.51,   11.39,    4.50,    3.53,              8.21,              5.03,-999
47.39291,-124.31319,2017,06,14,    3.29,  100.49,  0.007191,    4.27,   12.43,    9.08,   11.78,    4.30,    3.41,              8.53,              2.65,-999
47.39291,-124.31319,2017,06,15,   31.19,   99.70,  0.008854,    2.84,   12.93,   12.07,   12.89,    8.30,    6.25,              8.58,              2.05,-999
47.39291,-124.31319,2017,06,16,    1.73,  100.54,  0.007113,    3.76,   12.31,    8.95,   11.88,    4.07,    3.08,              7.80,              6.57,-999
47.39291,-124.31319,2017,06,17,    2.05,  100.80,  0.006790,    4.66,   12.85,    8.26,   12.11,    2.76,    2.25,              8.43,              3.02,-999
47.39291,-124.31319,2017,06,18,    3.77,  100.71,  0.009653,    5.57,   14.50,   13.50,   14.53,    3.28,    2.34,              8.82,              3.94,-999
47.39291,-124.31319,2017,06,19,    0.25,  100.44,  0.010044,    4.21,   15.51,   14.11,   15.72,    3.73,    2.63,              8.50,              5.06,-999
47.39291,-124.31319,2017,06,20,    1.14,  100.87,  0.008313,    3.90,   14.12,   11.22,   13.65,    6.40,    5.01,              7.99,              5.92,              8.50
47.39291,-124.31319,2017,06,21,    0.08,  101.32,  0.007294,    3.93,   13.67,    9.44,   12.93,    7.02,    5.60,              7.31,              7.76,              8.50
47.39291,-124.31319,2017,06,22,    0.01,  101.21,  0.008201,    7.38,   14.69,   11.09,   14.53,    4.71,    3.65,              7.17,              8.41,              8.47
47.39291,-124.31319,2017,06,23,    0.01,  100.94,  0.009243,    9.42,   16.33,   12.84,   17.00,    4.59,    3.19,              7.43,              8.41,              8.48
47.39291,-124.31319,2017,06,24,    0.00,  100.52,  0.009544,   10.16,   17.15,   13.22,   19.35,    4.44,    2.68,              7.42,              8.49,              8.49
47.39291,-124.31319,2017,06,25,    0.05,  100.04,  0.009685,    9.88,   17.40,   13.39,   18.93,    3.56,    2.56,              8.05,              7.62,-999
47.39291,-124.31319,2017,06,26,    0.48,  100.33,  0.008333,    2.66,   13.85,   11.28,   13.56,    4.94,    3.92,              8.57,              6.24,-999
47.39291,-124.31319,2017,06,27,    0.35,  100.41,  0.008459,    4.63,   14.27,   11.52,   14.04,    3.36,    2.61,              8.20,              6.20,              8.45
47.39291,-124.31319,2017,06,28,    0.52,  100.47,  0.008279,    3.77,   13.97,   11.21,   13.64,    4.02,    3.20,              8.67,              4.84,-999
47.39291,-124.31319,2017,06,29,    0.28,  100.79,  0.008822,    6.23,   14.91,   12.16,   14.64,    2.97,    2.46,              8.90,              5.12,-999
47.39291,-124.31319,2017,06,30,    0.07,  100.52,  0.009259,    5.24,   15.17,   12.88,   15.07,    4.41,    3.56,              9.03,              4.38,-999
47.39291,-124.31319,2017,07,01,    0.06,  100.63,  0.008163,    4.13,   14.23,   11.01,   13.68,    4.01,    3.21,              8.68,              5.66,-999
47.39291,-124.31319,2017,07,02,    0.17,  100.65,  0.008923,    5.60,   14.46,   12.33,   14.34,    4.99,    3.72,              8.27,              6.02,              8.29
47.39291,-124.31319,2017,07,03,    0.06,  100.92,  0.007704,    3.78,   13.71,   10.19,   13.44,    6.54,    5.18,              7.20,              8.32,              8.53
47.39291,-124.31319,2017,07,04,    0.04,  100.53,  0.008612,    6.08,   14.16,   11.78,   14.08,    5.05,    3.97,              7.42,              7.75,              8.45
47.39291,-124.31319,2017,07,05,    0.03,  100.45,  0.008723,    6.35,   14.49,   11.96,   14.55,    4.46,    3.46,              7.27,              8.28,              8.43
47.39291,-124.31319,2017,07,06,    0.04,  100.78,  0.008617,    6.46,   14.37,   11.81,   14.40,    4.51,    3.37,              7.76,              8.16,              8.34
47.39291,-124.31319,2017,07,07,    0.09,  101.05,  0.008218,    4.25,   13.55,   11.18,   13.56,    4.19,    2.91,              8.14,              6.08,-999
47.39291,-124.31319,2017,07,08,    0.06,  100.77,  0.008935,    5.59,   14.39,   12.38,   14.47,    4.76,    3.35,              8.14,              6.38,-999
47.39291,-124.31319,2017,07,09,    0.24,  100.70,  0.009084,    4.93,   14.02,   12.61,   14.25,    4.43,    3.05,              8.29,              6.35,              8.19
47.39291,-124.31319,2017,07,10,    0.05,  100.57,  0.008102,    4.38,   13.36,   10.88,   13.40,    5.86,    4.32,              7.88,              6.41,-999
47.39291,-124.31319,2017,07,11,    0.03,  100.69,  0.007967,    5.06,   13.53,   10.65,   13.48,    4.39,    3.12,              7.66,              7.76,              8.18
47.39291,-124.31319,2017,07,12,    0.19,  100.51,  0.008716,    4.57,   13.96,   11.98,   14.04,    3.50,    2.26,              8.60,              6.23,-999
47.39291,-124.31319,2017,07,13,    0.24,  100.78,  0.008261,    3.77,   13.88,   11.22,   13.80,    4.01,    2.79,              8.18,              5.47,-999
47.39291,-124.31319,2017,07,14,    0.02,  100.88,  0.008232,    6.14,   14.22,   11.17,   14.12,    3.73,    2.69,              7.52,              7.94,              8.12
47.39291,-124.31319,2017,07,15,    0.27,  101.04,  0.008386,    4.43,   13.80,   11.46,   13.91,    3.85,    2.59,              8.04,              6.35,-999
47.39291,-124.31319,2017,07,16,    0.21,  101.14,  0.008186,    4.52,   14.02,   11.14,   13.90,    4.99,    3.64,              7.55,              7.68,              8.10
47.39291,-124.31319,2017,07,17,    0.03,  100.70,  0.008595,    6.14,   14.37,   11.78,   14.33,    4.84,    3.59,              7.45,              7.74,-999
47.39291,-124.31319,2017,07,18,    0.03,  100.52,  0.008825,    5.38,   14.58,   12.16,   14.72,    3.93,    2.74,              7.56,              7.88,              8.00
47.39291,-124.31319,2017,07,19,    0.31,  100.61,  0.008972,    4.46,   14.16,   12.41,   14.39,    2.44,    1.55,              8.46,              5.44,-999
47.39291,-124.31319,2017,07,20,    2.02,  100.72,  0.009302,    3.24,   14.56,   13.00,   14.74,    3.46,    2.16,              8.15,              6.68,-999
47.39291,-124.31319,2017,07,21,    1.30,  100.77,  0.009253,    4.46,   14.81,   12.91,   15.19,    2.62,    1.82,              8.94,              3.26,-999
47.39291,-124.31319,2017,07,22,    1.63,  100.87,  0.010798,    4.52,   16.16,   15.27,   16.54,    3.96,    2.65,              9.20,              4.60,-999
47.39291,-124.31319,2017,07,23,    0.14,  100.65,  0.009035,    4.12,   15.24,   12.54,   15.17,    7.13,    5.53,              7.55,              7.79,              7.93
47.39291,-124.31319,2017,07,24,    0.04,  100.42,  0.009497,    6.50,   15.38,   13.21,   15.65,    5.05,    3.78,              7.57,              7.67,              7.90
47.39291,-124.31319,2017,07,25,    0.09,  100.49,  0.009753,    5.25,   15.58,   13.66,   15.83,    5.32,    3.91,              8.26,              7.05,              7.76
47.39291,-124.31319,2017,07,26,    0.24,  100.68,  0.009682,    4.96,   15.07,   13.59,   15.23,    5.22,    3.53,              8.90,              5.24,-999
47.39291,-124.31319,2017,07,27,    0.33,  100.82,  0.008799,    2.95,   14.04,   12.17,   14.03,    4.80,    3.35,              8.44,              4.65,-999
47.39291,-124.31319,2017,07,28,    0.10,  100.75,  0.008772,    4.91,   14.34,   12.11,   14.36,    5.13,    3.68,              7.98,              6.60,              7.74
47.39291,-124.31319,2017,07,29,    0.12,  100.92,  0.009349,    6.87,   14.92,   13.04,   15.06,    3.72,    2.46,              8.28,              6.81,              7.56
47.39291,-124.31319,2017,07,30,    0.08,  101.28,  0.009501,    4.95,   15.11,   13.40,   15.40,    4.88,    3.16,              7.77,              7.30,              7.64
47.39291,-124.31319,2017,07,31,    0.03,  101.17,  0.009590,    7.10,   15.62,   13.47,   16.04,    5.48,    3.75,              7.49,              7.59,              7.66
47.39291,-124.31319,2017,08,01,    0.04,  100.73,  0.010555,    7.62,   17.11,   14.73,   18.46,    4.66,    3.03,              7.60,              7.56,              7.68
47.39291,-124.31319,2017,08,02,    0.01,  100.42,  0.010586,    8.33,   17.70,   14.84,   19.88,    4.50,    2.86,              7.91,              7.22,              7.64
47.39291,-124.31319,2017,08,03,    0.21,  100.18,  0.010499,    5.38,   17.60,   14.56,   19.70,    3.52,    2.37,              7.65,              7.46,              7.64
47.39291,-124.31319,2017,08,04,    0.55,   99.95,  0.010598,    4.74,   16.45,   14.85,   17.45,    2.57,    1.75,              8.61,              5.65,-999
47.39291,-124.31319,2017,08,05,    0.81,  100.04,  0.010249,    6.67,   15.81,   14.35,   16.19,    2.53,    1.80,              9.13,              4.90,              7.41
47.39291,-124.31319,2017,08,06,    0.84,  100.19,  0.010591,    5.05,   16.08,   14.84,   16.36,    3.41,    2.45,              9.30,              3.82,-999
47.39291,-124.31319,2017,08,07,    0.89,  100.30,  0.010477,    4.90,   16.03,   14.67,   16.42,    3.65,    2.66,              9.23,              3.76,              7.39
47.39291,-124.31319,2017,08,08,    0.61,  100.26,  0.010506,    4.72,   16.03,   14.70,   16.60,    2.46,    1.72,              9.25,              4.56,-999
47.39291,-124.31319,2017,08,09,    0.16,  100.21,  0.010431,    4.94,   16.12,   14.57,   16.70,    2.31,    1.59,              9.26,              3.40,-999
47.39291,-124.31319,2017,08,10,    0.21,  100.21,  0.010246,    4.74,   16.04,   14.32,   16.37,    2.80,    2.00,              9.17,              3.18,              7.22
47.39291,-124.31319,2017,08,11,    0.39,  100.20,  0.009758,    4.26,   15.12,   13.63,   15.23,    2.94,    2.17,              9.15,              2.02,-999
47.39291,-124.31319,2017,08,12,    4.87,  100.10,  0.009583,    4.75,   14.63,   13.35,   14.64,    3.82,    2.67,              9.00,              3.95,-999
47.39291,-124.31319,2017,08,13,    2.97,  100.36,  0.009065,    3.88,   14.41,   12.52,   14.50,    5.66,    3.84,              7.58,              6.63,-999
47.39291,-124.31319,2017,08,14,    0.10,  100.32,  0.008564,    4.29,   13.67,   11.67,   13.51,    3.56,    2.61,              7.75,              5.48,-999
47.39291,-124.31319,2017,08,15,    0.01,  100.30,  0.008879,    5.85,   14.78,   12.21,   14.73,    4.85,    3.60,              7.95,              6.65,              6.87
47.39291,-124.31319,2017,08,16,    0.52,  100.69,  0.009936,    5.12,   15.07,   13.96,   15.21,    4.37,    2.88,              9.06,              4.04,-999
47.39291,-124.31319,2017,08,17,    0.14,  100.95,  0.009131,    4.28,   14.78,   12.75,   14.71,    4.36,    3.09,              8.60,              4.71,-999
47.39291,-124.31319,2017,08,18,    0.58,  100.92,  0.009749,    4.31,   14.74,   13.72,   14.91,    4.90,    3.27,              8.47,              4.19,-999
47.39291,-124.31319,2017,08,19,    0.08,  101.05,  0.008893,    4.41,   14.49,   12.36,   14.47,    6.08,    4.47,              7.76,              6.18,              6.71
47.39291,-124.31319,2017,08,20,    0.15,  100.86,  0.009547,    4.64,   14.72,   13.38,   14.83,    4.99,    3.35,              8.53,              4.85,-999
47.39291,-124.31319,2017,08,21,    0.04,  100.58,  0.010061,    6.64,   15.70,   14.12,   16.24,    4.30,    2.82,              8.52,              5.64,              6.47
47.39291,-124.31319,2017,08,22,    0.20,  100.46,  0.010109,    4.62,   15.53,   14.17,   16.22,    3.77,    2.45,              8.51,              5.23,-999
47.39291,-124.31319,2017,08,23,    0.66,  100.43,  0.009619,    3.92,   14.50,   13.44,   14.74,    4.09,    2.73,              8.32,              3.72,-999
47.39291,-124.31319,2017,08,24,    0.22,  100.61,  0.008660,    4.30,   13.86,   11.88,   14.00,    4.70,    3.05,              7.66,              5.85,              6.50
47.39291,-124.31319,2017,08,25,    0.03,  100.61,  0.008715,    5.66,   14.23,   11.97,   14.23,    4.39,    3.00,              7.76,              6.24,              6.36
47.39291,-124.31319,2017,08,26,    0.01,  100.77,  0.009308,    6.79,   15.30,   12.94,   15.84,    4.81,    3.26,              8.06,              6.20,              6.25
47.39291,-124.31319,2017,08,27,    0.06,  100.44,  0.010310,    7.83,   16.42,   14.43,   17.58,    4.59,    2.99,              8.18,              6.12,              6.25
47.39291,-124.31319,2017,08,28,    0.03,   99.95,  0.010244,    9.90,   17.18,   14.20,   19.56,    1.79,    1.18,              7.92,              6.29,              6.29
47.39291,-124.31319,2017,08,29,    0.27,   99.97,  0.010278,    5.66,   15.60,   14.41,   16.02,    3.89,    2.53,              8.80,              2.69,-999
47.39291,-124.31319,2017,08,30,    1.26,  100.37,  0.010091,    3.41,   14.87,   14.20,   15.17,    3.65,    2.35,              8.63,              3.12,-999
47.39291,-124.31319,2017,08,31,    0.12,  100.79,  0.009436,    4.34,   14.87,   13.23,   14.95,    5.00,    3.42,              7.73,              5.90,              6.11
47.39291,-124.31319,2017,09,01,    0.02,  100.67,  0.009735,    7.60,   15.85,   13.61,   16.25,    5.03,    3.51,              7.98,              6.00,              6.00
47.39291,-124.31319,2017,09,02,    0.08,  100.30,  0.011115,    6.24,   17.11,   15.54,   18.13,    5.57,    3.55,              8.47,              5.36,              5.93
47.39291,-124.31319,2017,09,03,    0.08,  100.35,  0.010982,    6.87,   17.50,   15.42,   18.89,    5.25,    3.37,              8.20,              5.76,              5.97
47.39291,-124.31319,2017,09,04,    0.00,  100.25,  0.010505,    8.20,   17.42,   14.64,   20.05,    3.31,    2.12,              8.34,              4.84,-999
47.39291,-124.31319,2017,09,05,    0.10,  100.05,  0.010769,    6.09,   16.73,   15.05,   19.18,    1.81,    1.17,              9.18,              2.56,-999
47.39291,-124.31319,2017,09,06,    0.11,  100.18,  0.010484,    4.25,   15.44,   14.75,   16.04,    3.79,    2.41,              9.45,              2.13,-999
47.39291,-124.31319,2017,09,07,    0.64,  100.09,  0.010514,    4.65,   15.30,   14.78,   15.92,    3.11,    1.90,              9.24,              1.42,-999
47.39291,-124.31319,2017,09,08,    0.85,  100.27,  0.009492,    3.15,   14.50,   13.23,   14.70,    4.13,    2.60,              8.39,              4.56,-999
47.39291,-124.31319,2017,09,09,    4.77,  100.54,  0.009266,    2.70,   13.57,   12.88,   13.91,    4.37,    2.79,              8.32,              2.94,-999
47.39291,-124.31319,2017,09,10,    0.08,  101.18,  0.008851,    5.92,   14.55,   12.28,   15.00,    2.63,    1.62,              7.82,              5.16,              5.56
47.39291,-124.31319,2017,09,11,    0.01,  100.74,  0.009448,    5.30,   15.37,   13.16,   16.17,    3.57,    2.25,              8.04,              5.34,              5.45
47.39291,-124.31319,2017,09,12,    0.14,  100.43,  0.009195,    3.94,   14.67,   12.75,   14.77,    6.35,    4.50,              7.72,              5.18,-999
47.39291,-124.31319,2017,09,13,    0.06,  100.22,  0.008236,    4.45,   13.73,   11.06,   13.50,    3.62,    2.73,              7.47,              4.81,              5.50
47.39291,-124.31319,2017,09,14,    0.02,  100.24,  0.008104,    6.34,   13.76,   10.75,   14.09,    3.97,    2.69,              7.08,              5.33,              5.51
47.39291,-124.31319,2017,09,15,    0.04,  100.54,  0.008347,    6.37,   14.32,   11.05,   15.24,    2.53,    1.66,              7.43,              5.05,              5.41
47.39291,-124.31319,2017,09,16,    0.09,  100.26,  0.008862,    4.60,   14.26,   12.13,   14.77,    2.32,    1.73,              8.04,              4.27,-999
47.39291,-124.31319,2017,09,17,   11.34,   99.69,  0.008343,    3.20,   12.64,   11.12,   12.86,    5.32,    3.92,              8.19,              1.81,-999
47.39291,-124.31319,2017,09,18,   16.51,   99.38,  0.008068,    1.58,   12.34,   10.63,   12.31,    5.08,    3.68,              7.99,              2.17,-999
